name;description;insee;lat;long
CHAMP DE LAFONT;3320 Pouzy-Mésangy;3210;46.716667;3
CHAMP DU BOIS DE LA FONT;3320 Pouzy-Mésangy;3210;46.716667;3
PRE DE LA FONT;3320 Pouzy-Mésangy;3210;46.716667;3
PRE DE LA FONT SAURET;3320 Pouzy-Mésangy;3210;46.716667;3
PRE DU BOIS DE LA FONT;3320 Pouzy-Mésangy;3210;46.716667;3
RTE DE LA FONT NOIRE;3410 Prémilhat;3211;46.316667;2.533333
LE PRE DE LA FONT;3190 Reugny;3213;46.466667;2.616667
LES FONTS PLAIX;3240 Rocles;3214;46.433333;3.033333
LA FONT BOUILLON;3150 Rongères;3215;46.3;3.45
LA FONT CAMUS;3150 Rongères;3215;46.3;3.45
LA FONT GUILLON;3150 Rongères;3215;46.3;3.45
LA FONT;3120 Saint-Christophe;3223;46.164312;3.5473953
LA FONT DE L'OISEAU;3250 Saint-Clément;3224;46.053232;3.717879
RUE DE LA FONT CORNEE;3370 Saint-Désiré;3225;46.5;2.433333
RUE DE LA FONT MARCEAU;3370 Saint-Désiré;3225;46.5;2.433333
FONT BAUMEIN;3370 Saint-Eloy-d'Allier;3228;46.483333;2.35
LA FONT BRIGAUD;3400 Saint-Ennemond;3229;46.666667;3.416667
LA FONT DE FER;3300 Saint-Etienne-de-Vicq;3230;46.183333;3.533333
LA FONT;3420 Saint-Fargeol;3231;46.133333;2.633333
LA FONT AUTREE;3420 Saint-Fargeol;3231;46.133333;2.633333
FONT TAILLAUD;3420 Saint-Fargeol;3231;46.133333;2.633333
LE PRE DE LA FONT;3420 Saint-Fargeol;3231;46.133333;2.633333
FONT VIOLENT;3140 Saint-Germain-de-Salles;3237;46.183333;3.216667
LA GRAND FONT;3140 Saint-Germain-de-Salles;3237;46.183333;3.216667
VIGNES DE FONT VIOLENT;3140 Saint-Germain-de-Salles;3237;46.183333;3.216667
CHE DE FONT VIOLENT;3140 Saint-Germain-de-Salles;3237;46.183333;3.216667
ALL DE FONT VIOLENT;3140 Saint-Germain-de-Salles;3237;46.183333;3.216667
CHE DE LA GRAND FONT;3140 Saint-Germain-de-Salles;3237;46.183333;3.216667
CHE DES VIGNES DE FONT VIOLENT;3140 Saint-Germain-de-Salles;3237;46.183333;3.216667
LA FONT DU CREUX;3220 Saint-Léon;3240;46.4;3.683333
LAFONT;3220 Saint-Léon;3240;46.4;3.683333
TERRES DE LA VIEILLE FONT;3220 Saint-Léon;3240;46.4;3.683333
LA VIEILLE FONT;3220 Saint-Léon;3240;46.4;3.683333
PRE LAFONT;3160 Saint-Léopardin-d'Augy;3241;46.683333;3.116667
TERRE DE LA FONT;3150 Saint-Loup;3242;46.35;3.383333
CHAUME DE LA FONT;3420 Saint-Marcel-en-Marcillat;3244;46.15;2.583333
FONT BERGIER;3420 Saint-Marcel-en-Marcillat;3244;46.15;2.583333
FONT COUCHAT;3420 Saint-Marcel-en-Marcillat;3244;46.15;2.583333
FONT DU NOT;3420 Saint-Marcel-en-Marcillat;3244;46.15;2.583333
LA FONT DU NOT;3420 Saint-Marcel-en-Marcillat;3244;46.15;2.583333
LA FONT VIEILLE;3420 Saint-Marcel-en-Marcillat;3244;46.15;2.583333
L OUCHE DE LA FONT;3420 Saint-Marcel-en-Marcillat;3244;46.15;2.583333
PATURAIL DE LA FONT;3420 Saint-Marcel-en-Marcillat;3244;46.15;2.583333
PRE DE LA FONT;3420 Saint-Marcel-en-Marcillat;3244;46.15;2.583333
PRE DE LA FONT DU NOT;3420 Saint-Marcel-en-Marcillat;3244;46.15;2.583333
VILLAGE DE LA FONT;3420 Saint-Marcel-en-Marcillat;3244;46.15;2.583333
LA FONT VIELLE;3380 Saint-Martinien;3246;46.333333;2.466667
PRE DE LA FONT;3210 Saint-Menoux;3247;46.583333;3.15
LA FONT CHARRIER;3250 Saint-Nicolas-des-Biefs;3248;46.066667;3.783333
LA FONT CHATEL;3250 Saint-Nicolas-des-Biefs;3248;46.066667;3.783333
LA FONT DE L'ANE;3250 Saint-Nicolas-des-Biefs;3248;46.066667;3.783333
LE CHAMP DE LA FONT;3370 Saint-Palais;3249;46.433333;2.3
LA FONT;3370 Saint-Palais;3249;46.433333;2.3
LA FONT CHAUVET;3370 Saint-Palais;3249;46.433333;2.3
LA FONT VIEILLE;3370 Saint-Palais;3249;46.433333;2.3
L OMBRE DE LA FONT CHAUVET;3370 Saint-Palais;3249;46.433333;2.3
LE PATUREAU DE LA FONT;3370 Saint-Palais;3249;46.433333;2.3
LES PATUREAUX DE LA FONT;3370 Saint-Palais;3249;46.433333;2.3
LE PETIT PRE DE LA FONT;3370 Saint-Palais;3249;46.433333;2.3
LE PRE DE LA FONT;3370 Saint-Palais;3249;46.433333;2.3
CHAMP DE LA FONT;3160 Saint-Plaisir;3251;46.616667;2.966667
TERRE DE LA FONT;3290 Saint-Pourçain-sur-Besbre;3253;46.466667;3.65
LA FONT DU MAT;3800 Saint-Priest-d'Andelot;3255;46.066667;3.166667
LA FONT DU BOIS;3120 Saint-Prix;3257;46.233333;3.65
LA FONT DE LA VARENNE;3110 Saint-Rémy-en-Rollat;3258;46.183333;3.4
LE BOIS DE LA FONT;3110 Saint-Rémy-en-Rollat;3258;46.183333;3.4
LA FONT LAVARENNE;3110 Saint-Rémy-en-Rollat;3258;46.183333;3.4
FONT COURT;3370 Saint-Sauvier;3259;46.383333;2.333333
FONT L'EAU;3370 Saint-Sauvier;3259;46.383333;2.333333
LA FONT LAILLAT;3420 Sainte-Thérence;3261;46.233333;2.55
FONT COUVERTE;3220 Saint-Voir;3263;46.4;3.516667
LA FONT PIREE;3270 Saint-Yorre;3264;46.066667;3.466667
CHE DE LA FONT DU CASSIOT;3270 Saint-Yorre;3264;46.066667;3.466667
LA FONT REMI;3470 Saligny-sur-Roudon;3265;46.466667;3.75
LA FONT JUILLET;3150 Sanssat;3266;46.266667;3.466667
LOCATERIE DE LA FONT;3150 Sanssat;3266;46.266667;3.466667
LOCATERIE DE LAFONT DILLON;3150 Sanssat;3266;46.266667;3.466667
PRE DE LA FONT;3150 Sanssat;3266;46.266667;3.466667
FONT CORNET;3500 Saulcet;3267;46.333333;3.266667
LA FONT GERVIN;3500 Saulcet;3267;46.333333;3.266667
RUE DE LA FONT CORNET;3500 Saulcet;3267;46.333333;3.266667
FONT DES RESSOUX;3800 Saulzet;3268;46.133333;3.216667
LA FONT DU BOIS;3800 Saulzet;3268;46.133333;3.216667
RUE DE LA FONT DU BOIS;3800 Saulzet;3268;46.133333;3.216667
CHAMP DE LA FONT;3430 Sauvagny;3269;46.45;2.816667
FONT JOUANIN;3390 Sazeret;3270;46.35;2.966667
FONT RONDET;3390 Sazeret;3270;46.35;2.966667
LA FONT CESAR;3110 Serbannes;3271;46.1;3.366667
IMP DE LA FONT CESAR;3110 Serbannes;3271;46.1;3.366667
PIECE DE LAFONT;3220 Sorbier;3274;46.366667;3.666667
FONT GAUTHIER;3210 Souvigny;3275;46.533333;3.183333
LA FONT JOBERT;3210 Souvigny;3275;46.533333;3.183333
IMP DE LA FONT GAUTHIER;3210 Souvigny;3275;46.533333;3.183333
IMP DE LA FONT JOBERT;3210 Souvigny;3275;46.533333;3.183333
FONT DE SAINT JEAN;3450 Sussat;3276;46.15;3.05
FONT POIRIER;3450 Sussat;3276;46.15;3.05
LA FONT SOUS BRUN;3140 Taxat-Senat;3278;46.2;3.133333
FONT VALAINE;3240 Le Theil;3281;46.35;3.133333
LA FONT PEILLAUD;3240 Le Theil;3281;46.35;3.133333
LA FONT;3350 Theneuille;3282;46.583333;2.866667
LA FONT;3230 Thiel-sur-Acolin;3283;46.516667;3.583333
PRE DE LA FONT;3230 Thiel-sur-Acolin;3283;46.516667;3.583333
FONT PILAIN;3220 Thionne;3284;46.4;3.566667
LA FONT GENIN;3240 Treban;3287;46.4;3.166667
FONT VARENNE;3240 Treban;3287;46.4;3.166667
COMMUNAT DE BONNE FONT;3380 Treignat;3288;46.35;2.333333
LA FONT COURZET;3380 Treignat;3288;46.35;2.333333
LA FONT SAINT PIERRE;3460 Trévol;3290;46.633333;3.3
RUE DE LA FONT ST PIERRE;3460 Trévol;3290;46.633333;3.3
LA FONT SAINT VINCENT;3240 Tronget;3292;46.416667;3.066667
LES FONTES;3240 Tronget;3292;46.416667;3.066667
RUE DE LA FONT SAINT VINCENT;3240 Tronget;3292;46.416667;3.066667
IMP DE LA FONT SAINT VINCENT;3240 Tronget;3292;46.416667;3.066667
FONTBONNE;3140 Ussel-d'Allier;3294;46.216667;3.183333
LE MARAIS DE LA FONT;3140 Ussel-d'Allier;3294;46.216667;3.183333
LE PRE DE LA FONT;3140 Ussel-d'Allier;3294;46.216667;3.183333
FONT JEAN;3360 Valigny;3296;46.716667;2.816667
LES FONTS BOUGNEUX;3190 Vallon-en-Sully;3297;46.533333;2.6
LES FONTS SALEES;3190 Vallon-en-Sully;3297;46.533333;2.6
GRAND FONT;3190 Vallon-en-Sully;3297;46.533333;2.6
PRE DE LA FONT;3190 Vallon-en-Sully;3297;46.533333;2.6
LA FONT D'HUILE;3190 Verneix;3305;46.4;2.666667
LA FONT QUILLARD;3500 Verneuil-en-Bourbonnais;3307;46.333333;3.25
CHAMP DE LA FONT;3320 Le Veurdre;3309;46.75;3.05
SEN DE LA FONT FIOLANT;3200 Vichy;3310;46.116667;3.416667
FONT CHALIGNE;3450 Vicq;3311;46.133333;3.1
CHAMP DE LA FONT;3430 Vieure;3312;46.5;2.883333
CHAMP DE LA FONT BLANCHE;3430 Vieure;3312;46.5;2.883333
FONT GINZARD;3430 Vieure;3312;46.5;2.883333
DREUILLE FONT DES CHEVR;3430 Vieure;3312;46.5;2.883333
PETIT CHAMP DE LA FONT;3430 Vieure;3312;46.5;2.883333
PETIT PRE DE LA FONT;3430 Vieure;3312;46.5;2.883333
PRE DE LA FONT;3430 Vieure;3312;46.5;2.883333
PRE DE LA FONT PERANGE;3430 Vieure;3312;46.5;2.883333
CHAMP DE LAFONT;3430 Villefranche-d'Allier;3315;46.4;2.866667
CHAMP FONTVIEILLE;3430 Villefranche-d'Allier;3315;46.4;2.866667
LA FONT CHATARD;3430 Villefranche-d'Allier;3315;46.4;2.866667
PETIT CHAMP DE LAFONT;3430 Villefranche-d'Allier;3315;46.4;2.866667
PRE DE LAFONT;3430 Villefranche-d'Allier;3315;46.4;2.866667
LA FONT BARRE;3460 Villeneuve-sur-Allier;3316;46.65;3.25
CHAMP DE FONT VIEILLE;3140 Voussac;3319;46.316667;3.066667
LE CHAMP DE LA FONT;3140 Voussac;3319;46.316667;3.066667
LA FONT GOURNIAUD;3140 Voussac;3319;46.316667;3.066667
FONT VIEILLE;3140 Voussac;3319;46.316667;3.066667
GRAND FONT NURET;3140 Voussac;3319;46.316667;3.066667
PRE DE LA FONT;3140 Voussac;3319;46.316667;3.066667
PRE DE LA FONT GOURMIAUD;3140 Voussac;3319;46.316667;3.066667
PRE DE LAFONT;3140 Voussac;3319;46.316667;3.066667
HAM DE LA GRAND FONT;3160 Ygrande;3320;46.55;2.95
CHAMP DE LA FONT;3160 Ygrande;3320;46.55;2.95
LA FONT PICARD;3160 Ygrande;3320;46.55;2.95
LA GRAND FONT;3160 Ygrande;3320;46.55;2.95
LOT DE LA FONT ST MARTIN;3400 Yzeure;3321;46.566667;3.35
LA FONT GEORGES;3400 Yzeure;3321;46.566667;3.35
CHE DE LA FONT GEORGES;3400 Yzeure;3321;46.566667;3.35
RUE LA FONT SAINT MARTIN;3400 Yzeure;3321;46.566667;3.35
FONT LEBRE;4510 Aiglun;4001;44.066667;6.133333
CHE DE FONT LEBRE ;4510 Aiglun;4001;44.066667;6.133333
FONT DE NAUDI;4240 Annot;4008;43.966667;6.666667
FONT PEYRESSE;4250 Bayons;4023;44.333333;6.166667
FONT BONEL ET LA FERRAY;4270 Beynes;4028;43.983333;6.233333
FONT D'ANAYE;4240 Braux;4032;43.983333;6.683333
FONT SAINTE;4340 La Bréole;4033;44.45;6.3
FONT DE COMBAR;4340 La Bréole;4033;44.45;6.3
FONT DU BRUS;4340 La Bréole;4033;44.45;6.3
FONT NOUVELLE;4340 La Bréole;4033;44.45;6.3
LA FONTASSE;4340 La Bréole;4033;44.45;6.3
FONT JOYEUSE;4700 La Brillanne;4034;43.916667;5.883333
CHE DE FONT JOYEUSE;4700 La Brillanne;4034;43.916667;5.883333
FONT DE BARBE;4210 Brunet;4035;43.9;6.033333
FONT DE L'OURE;4210 Brunet;4035;43.9;6.033333
HUBAC DE FONT DE L'OURE;4210 Brunet;4035;43.9;6.033333
FONTETTES ET COTEAU PIGEON;4420 Le Brusquet;4036;44.15;6.3
COULOUMBRINE ET FONT MECHE;4120 Castellane;4039;43.85;6.516667
FONT DOUASSE;4120 Castellane;4039;43.85;6.516667
RUE DE LA FONTE;4120 Castellane;4039;43.85;6.516667
FONT BELLE;4380 Le Castellard-Melan;4040;44.183333;6.133333
FONT D'ENFRET;4380 Le Castellard-Melan;4040;44.183333;6.133333
FONT ROBERT;4160 Château-Arnoux-Saint-Auban;4049;44.09;6.1
FONT SUBRANE;4160 Château-Arnoux-Saint-Auban;4049;44.09;6.1
FONT SUBRANE EST;4160 Château-Arnoux-Saint-Auban;4049;44.09;6.1
LA GRAND FONT;4250 Châteaufort;4050;44.266667;6.016667
FONT TETTE;4200 Châteauneuf-Val-Saint-Donat;4053;44.1;5.95
FONT BOYERE;4230 Cruis;4065;44.066667;5.833333
FONT DE LAVIS;4230 Cruis;4065;44.066667;5.833333
FONT INCHASTRA;4230 Cruis;4065;44.066667;5.833333
LES FONTS;4000 Digne-les-Bains;4070;44.09;6.24
RTE DES FONTS;4000 Digne-les-Bains;4070;44.09;6.24
PAILLEROUX ET FONT DE BERN;4160 L'Escale;4079;44.083333;6.033333
FONT DES COUEST;4120 La Garde;4092;43.833333;6.55
FONT ROUMIOUVE;4120 La Garde;4092;43.833333;6.55
LES FONTS;4120 La Garde;4092;43.833333;6.55
FONT VIEILLE;4150 L'Hospitalet;4095;44.083333;5.7
FONT CHAUDE;4420 La Javie;4097;44.166667;6.35
FONT CRESE;4540 Larche;4100;44.45;6.85
PRE DE LA FONT;4540 Larche;4100;44.45;6.85
LA FONT DE COUNET;4230 Lardiers;4101;44.05;5.716667
FONT GINESTOUE;4230 Lardiers;4101;44.05;5.716667
FONT BASSE;4340 Le Lauzet-Ubaye;4102;44.433333;6.433333
LA FONTETE;4350 Malijai;4108;44.05;6.033333
FONT DE LA TRUYE;4230 Mallefougasse-Augès;4109;44.067941;5.898223
FONT DE CARLES;4510 Mallemoisson;4110;44.05;6.133333
FONT REYNIERE;4300 Mane;4111;43.933333;5.766667
FONT DE GUERIN;4100 Manosque;4112;43.833333;5.783333
FONT DE GUERIN HAUT;4100 Manosque;4112;43.833333;5.783333
FONT DE GUERIN D'IMBERT;4100 Manosque;4112;43.833333;5.783333
QRT FONT DE GUERIN;4100 Manosque;4112;43.833333;5.783333
CHE DE FONT DE GUERIN;4100 Manosque;4112;43.833333;5.783333
CHE FONT DE GLORY;4100 Manosque;4112;43.833333;5.783333
IMP DE LA FONT;4100 Manosque;4112;43.833333;5.783333
RUE DE LA FONT;4100 Manosque;4112;43.833333;5.783333
CHE FONT DE GUERIN HAUT;4100 Manosque;4112;43.833333;5.783333
FONT DE LA GRAIE;4240 Méailles;4115;44.033333;6.633333
FONT DU BUISSON;4190 Les Mées;4116;44.033333;5.983333
FONT DU RENARD;4190 Les Mées;4116;44.033333;5.983333
RUE FONT NEUVE;4190 Les Mées;4116;44.033333;5.983333
FONT CRESE;4540 Meyronnes;4120;44.483333;6.8
PRE DE LA FONT;4540 Meyronnes;4120;44.483333;6.8
LES COTES DE FONT SALEE;4200 Mison;4123;44.266667;5.833333
FONT MICHELLE;4200 Mison;4123;44.266667;5.833333
FONT SALEE;4200 Mison;4123;44.266667;5.833333
FONT LA SOUCHE;4140 Montclar;4126;44.4;6.333333
CHE DE FONT MARI;4600 Montfort;4127;44.066667;5.966667
LES FONTETTES;4150 Montsalier;4132;44.011632;5.611953
LES FONTETTES;4170 Moriez;4133;43.95;6.466667
LA BARBIERE ET FONT;4360 Moustiers-Sainte-Marie;4135;43.85;6.216667
FONT DE COCU;4230 Ongles;4141;44.033333;5.733333
FONT DE DURANCE NORD;4700 Oraison;4143;43.916667;5.916667
FONT DE DURANCE SUD;4700 Oraison;4143;43.916667;5.916667
FONT DE DURANDE NORD;4700 Oraison;4143;43.916667;5.916667
FONT DE DURANDE SUD;4700 Oraison;4143;43.916667;5.916667
FONT DES OISEAUX;4700 Oraison;4143;43.916667;5.916667
FONT DU LOUP ET MOULIERES;4700 Oraison;4143;43.916667;5.916667
FONT NOUVELLE;4200 Peipin;4145;44.133333;5.95
IMP DE FONT NOUVELLE;4200 Peipin;4145;44.133333;5.95
CHE DE FONT JOYEUSE;4310 Peyruis;4149;44.033333;5.933333
FONT SALA;5160 Pontis;4154;44.5;6.366667
FONTBELLE;5160 Pontis;4154;44.5;6.366667
GROSSE FONT;5160 Pontis;4154;44.5;6.366667
FONT DE GUITTE;4700 Puimichel;4156;43.966667;6.016667
FONT BRUNE;4150 Redortiers;4159;44.083333;5.65
FONT DES PRES;4150 Redortiers;4159;44.083333;5.65
LES FONTETES;4150 Redortiers;4159;44.083333;5.65
FONT CLAVIERE;4110 Reillanne;4160;43.883333;5.666667
FONTETTES;4230 Revest-Saint-Martin;4164;44.033333;5.816667
LES FONTS;4000 La Robine-sur-Galabre;4167;44.186555;6.216777
LES FONTETTES;4150 La Rochegiron;4169;44.083333;5.65
LES FONTS;6260 La Rochette;4170;43.914958;6.889729
FONT PLAUCHE;4240 Saint-Benoît;4174;43.966667;6.733333
FONT GUERIERE;4380 Hautes-Duyes;4177;44.190693;6.170701
FONT VIEILLE;4270 Saint-Julien-d'Asse;4182;43.916667;6.1
FONT BELLE;4410 Saint-Jurs;4184;43.9;6.2
FONT VILLE;4410 Saint-Jurs;4184;43.9;6.2
FONT LA PIERRE;4500 Saint-Laurent-du-Verdon;4186;43.716667;6.066667
TRA DE FONT LA PIERRE;4500 Saint-Laurent-du-Verdon;4186;43.716667;6.066667
FONT NOUVELLE;4870 Saint-Michel-l'Observatoire;4192;43.916667;5.716667
FONT DE COMBAR;4340 Saint-Vincent-les-Forts;4198;44.45;6.383333
FONT DU BRUS;4340 Saint-Vincent-les-Forts;4198;44.45;6.383333
FONT NOUVELLE;4340 Saint-Vincent-les-Forts;4198;44.45;6.383333
LA FONTASSE;4340 Saint-Vincent-les-Forts;4198;44.45;6.383333
LA FONT DES CLAPPIERS;4200 Saint-Vincent-sur-Jabron;4199;44.166667;5.733333
FONT PATINE;4200 Saint-Vincent-sur-Jabron;4199;44.166667;5.733333
LA FONT DU SAULE;4330 Senez;4204;43.916667;6.4
FONTCHAUDE;4330 Senez;4204;43.916667;6.4
FONT DE LUC;4150 Simiane-la-Rotonde;4208;43.983333;5.566667
RUE FONT CHAUDE;4200 Sisteron;4209;44.2;5.933333
LA FONT DE L'ADRECHE;4290 Sourribes;4211;44.15;6.016667
FONT VERGER;4200 Thèze;4216;44.316667;5.916667
FONT BLANCHE;4170 Thorame-Haute;4219;44.1;6.55
FONT GAILLARDE;4170 Thorame-Haute;4219;44.1;6.55
FONT NICOULAOU;4170 Thorame-Haute;4219;44.1;6.55
FONT RICHASSE;4170 Thorame-Haute;4219;44.1;6.55
FONT D'AILLAUD;4240 Ubraye;4224;43.9;6.7
FONT DE CLARI;4240 Ubraye;4224;43.9;6.7
FONT DE PANDOUS;4240 Ubraye;4224;43.9;6.7
CHAMP LA FONT;4400 Uvernet-Fours;4226;44.322187;6.660332
FONT FROIDE;4400 Uvernet-Fours;4226;44.322187;6.660332
LA FONT NEUVE;4110 Vachères;4227;43.933333;5.633333
CHAMP GOUTAN ET FONT GRAPA;4200 Valbelle;4229;44.15;5.883333
LA FONT DE PEYRE MICHEL;4200 Valbelle;4229;44.15;5.883333
FONT DU VERE;4200 Valbelle;4229;44.15;5.883333
LA GRAYE ET FONT REOUNE;4200 Valbelle;4229;44.15;5.883333
POUSTERLE ET LA FONT;4200 Valbelle;4229;44.15;5.883333
L HUBAC DE LA FONT SAINTE;4210 Valensole;4230;43.833333;5.983333
HUBAC DE LA FONT STE OUEST;4210 Valensole;4230;43.833333;5.983333
FONT FALLISSE;4110 Villemus;4241;43.866667;5.7
FONT CHABANNE;4180 Villeneuve;4242;43.9;5.866667
FONT ROUVIER;4180 Villeneuve;4242;43.9;5.866667
FONT DE LAGIER;4280 Céreste;4245;43.85;5.583333
FONTENOUILLES;4280 Céreste;4245;43.85;5.583333
CHE DE FONT DE LAGIER;4280 Céreste;4245;43.85;5.583333
QUARTIER FONT DE LAGIER;4280 Céreste;4245;43.85;5.583333
RES LES FONTETTES;5250 Agnières-en-Dévoluy;5002;44.7;5.883333
RES LES FONTETTES;5250 Agnières-en-Dévoluy;5002;44.7;5.883333
FONT DE JOUINIE;5250 Agnières-en-Dévoluy;5002;44.7;5.883333
FONT BLANCHE;5470 Aiguilles;5003;44.783333;6.866667
FONT CHASTREYSSE;5470 Aiguilles;5003;44.783333;6.866667
LA FONTETTE;5470 Aiguilles;5003;44.783333;6.866667
PRE LA FONT;5470 Aiguilles;5003;44.783333;6.866667
FONT VIVE;5260 Ancelle;5004;44.633333;6.2
FONT D'ORCIERE;5120 L'Argentière-la-Bessée;5006;44.783333;6.55
BARRE LA FONT;5350 Arvieux;5007;44.766667;6.733333
LA FONT;5350 Arvieux;5007;44.766667;6.733333
FONT DES OLIVES;5350 Arvieux;5007;44.766667;6.733333
FONT LA COMBE;5350 Arvieux;5007;44.766667;6.733333
FONT VIEILLE;5350 Arvieux;5007;44.766667;6.733333
PRE LA FONT;5350 Arvieux;5007;44.766667;6.733333
FONT VIVIER;5800 Aspres-lès-Corps;5009;44.8;5.983333
PRE LA FONT;5800 Aspres-lès-Corps;5009;44.8;5.983333
CHE DE FONT VIVIER;5800 Aspres-lès-Corps;5009;44.8;5.983333
CHE DE PRE LA FONT;5800 Aspres-lès-Corps;5009;44.8;5.983333
FONT ROUSSE;5140 Aspres-sur-Buëch;5010;44.516667;5.75
MAISON NEUVE ET PRE LAFONT;5110 Barcillonnette;5013;44.433333;5.916667
LES FONTETTES;5300 Barret-sur-Méouge;5014;44.266667;5.733333
CHE DE FONT BONNE;5230 La Bâtie-Neuve;5017;44.566667;6.2
FONT SALLEE;5700 Le Bersac;5021;44.416667;5.75
FONT VIEILLE;5190 Bréziers;5022;44.433333;6.2
LES FONTENIERS;5190 Bréziers;5022;44.433333;6.2
BONNE FONT;5100 Briançon;5023;44.9;6.65
LES FONTETTES;5100 Briançon;5023;44.9;6.65
LES FONTETTES;5150 Bruis;5024;44.466667;5.516667
FONT GARNIER;5600 Ceillac;5026;44.666667;6.775000
FONT VEILLON;5600 Ceillac;5026;44.666667;6.775000
LES FONTASSES;5600 Ceillac;5026;44.666667;6.775000
LA FONT;5100 Cervières;5027;44.866667;6.716667
FONT FROIDE;5100 Cervières;5027;44.866667;6.716667
PRE DE LA FONT;5100 Cervières;5027;44.866667;6.716667
FONT LACHARD;5400 Châteauneuf-d'Oze;5035;44.516667;5.866667
LES FONTS;5400 Châteauneuf-d'Oze;5035;44.516667;5.866667
SERRE LAFONT;5400 Châteauneuf-d'Oze;5035;44.516667;5.866667
LA FONTASSE;5460 Château-Ville-Vieille;5038;44.766667;6.8
FONT AUROUZE;5460 Château-Ville-Vieille;5038;44.766667;6.8
FONT CROUEN;5460 Château-Ville-Vieille;5038;44.766667;6.8
FONT DE BOUREL;5460 Château-Ville-Vieille;5038;44.766667;6.8
FONT DE FRANCOIS;5460 Château-Ville-Vieille;5038;44.766667;6.8
FONT DE JAYME;5460 Château-Ville-Vieille;5038;44.766667;6.8
FONTETTE;5460 Château-Ville-Vieille;5038;44.766667;6.8
FONTETTES;5460 Château-Ville-Vieille;5038;44.766667;6.8
FONT JEANNE;5460 Château-Ville-Vieille;5038;44.766667;6.8
LES FONTS;5460 Château-Ville-Vieille;5038;44.766667;6.8
PRE LA FONT;5460 Château-Ville-Vieille;5038;44.766667;6.8
CHAMP LA FONT;5200 Crévoux;5044;44.55;6.6
FONT BESSONNE;5200 Crévoux;5044;44.55;6.6
LA FONT DU PREYRE;5200 Crévoux;5044;44.55;6.6
FONT LES FILLES;5200 Crévoux;5044;44.55;6.6
LES FONTETTES;5200 Crévoux;5044;44.55;6.6
PRE LA FONT;5200 Crévoux;5044;44.55;6.6
FONT BULINT;5200 Embrun;5046;44.566667;6.5
ALL DES FONTS COUVERTES;5200 Embrun;5046;44.566667;6.5
FONT DES CHAMPS;26560 Eourres;5047;44.2;5.7
FONT MEGELE ET LE JAS;26560 Eourres;5047;44.2;5.7
FONT PERDRIX;5700 L'Epine;5048;44.416667;5.616667
LA FONT;5600 Eygliers;5052;44.678014;6.634368
SOUS LA FONT;5600 Eygliers;5052;44.678014;6.634368
CHE DE LA FONT;5600 Eygliers;5052;44.678014;6.634368
CHE FONT BORENE;5300 Eyguians;5053;44.35;5.783333
CHE DE FONT FAYERES;5260 Forest-Saint-Julien;5056;44.65;6.133333
CLAUZIS ET FONT;5310 Freissinières;5058;44.752126;6.535988
DESSOUS PRA LA FONT;5310 Freissinières;5058;44.752126;6.535988
FONT DE LA GRIAILLE;5310 Freissinières;5058;44.752126;6.535988
LES FONTS;5310 Freissinières;5058;44.752126;6.535988
FONT ARMANDE;5400 Furmeyer;5060;44.533333;5.866667
FONTBONNE;5000 Gap;5061;44.566667;6.083333
FONT NEVIERE;5320 La Grave;5063;45.05;6.31
FONT DE MICHEL;5600 Guillestre;5065;44.666667;6.65
FONT LOUBE;5600 Guillestre;5065;44.666667;6.65
PRE LAFONT;5600 Guillestre;5065;44.666667;6.65
CHE DE LA FONT SANCTE;5600 Guillestre;5065;44.666667;6.65
FONT ROUMEZIERE;5300 Laragne-Montéglin;5070;44.32;5.82
FONT ARNAUD;5400 Manteyer;5075;44.533333;5.966667
FONT CAMA;5400 Manteyer;5075;44.533333;5.966667
FONT COUCET;5350 Molines-en-Queyras;5077;44.733333;6.85
CLOT DES TROIS FONTS;5220 Le Monêtier-les-Bains;5079;44.983333;6.516667
FONT CIBERT;5220 Le Monêtier-les-Bains;5079;44.983333;6.516667
FONT NEUVE;5220 Le Monêtier-les-Bains;5079;44.983333;6.516667
FONTETE;5220 Le Monêtier-les-Bains;5079;44.983333;6.516667
FONT BLETIS ET ADROIT;5140 Montbrand;5080;44.583333;5.683333
MISONET ET FONT DES BLETIS;5140 Montbrand;5080;44.583333;5.683333
CHE DE FONT CLAIRETTE;5140 Montbrand;5080;44.583333;5.683333
FONT BRUNE;5230 Montgardin;5084;44.55;6.233333
FONT CLAIRE;5230 Montgardin;5084;44.55;6.233333
FONT RECLUSE;5230 Montgardin;5084;44.55;6.233333
LA FONTETTE;5100 Montgenèvre;5085;44.933333;6.716667
FONT FORGIERE;5150 Montjay;5086;44.366667;5.6
FONT SOUVESTRA;5150 Montjay;5086;44.366667;5.6
FONT ALIBOT;5400 Montmaur;5087;44.583333;5.883333
CHE DE LA FONTETTE;5500 La Motte-en-Champsaur;5090;44.733333;6.066667
CHE DES FONTETTES;5500 La Motte-en-Champsaur;5090;44.733333;6.066667
BONNE FONT;5100 Névache;5093;45.01955;6.6044
FONT DU VILLARD;5100 Névache;5093;45.01955;6.6044
FONT FROIDE;5500 Le Noyer;5095;44.7;6.016667
FONT VIEILLE;5500 Le Noyer;5095;44.7;6.016667
FONT SALEE;5700 Orpierre;5097;44.316667;5.683333
FONT ANGLAISE;5200 Les Orres;5098;44.516667;6.55
FONT CORDEILLE;5200 Les Orres;5098;44.516667;6.55
FONT D'ARNOUX;5200 Les Orres;5098;44.516667;6.55
