name;description;insee;lat;long
LES FONTS PISSES;36400 Montgivray;36127;46.6;1.983333
LE MOULIN DE FONTPISSE;36400 Montgivray;36127;46.6;1.983333
LE PATUREAU DE BELLEFONT;36400 Montgivray;36127;46.6;1.983333
LE PRE DE LA FONT;36400 Montgivray;36127;46.6;1.983333
LE PRE DE LA FONT PEUPLE;36400 Montgivray;36127;46.6;1.983333
LES PRES DE FONTPISSE;36400 Montgivray;36127;46.6;1.983333
LES PRES DE LA FONT;36400 Montgivray;36127;46.6;1.983333
LES VIGNES DE LA FONT;36400 Montgivray;36127;46.6;1.983333
LES FONTS MARTINS;36230 Montipouret;36129;46.65;1.9
LA FONT BUGEOIS;36400 Montlevicq;36130;46.576812;2.069748
LA FONT PICHET;36400 Montlevicq;36130;46.576812;2.069748
LES FONT VENIR;36400 Montlevicq;36130;46.576812;2.069748
LE PRE DE LA FONT;36400 Montlevicq;36130;46.576812;2.069748
LES TREIZE FONTS;36400 Montlevicq;36130;46.576812;2.069748
LA FONT;36200 Mosnay;36131;46.616667;1.6
RUE DE LA FONT DU MOULIN;36200 Mosnay;36131;46.616667;1.6
LA FONT AUX BICHES;36170 Mouhet;36134;46.383333;1.433333
LA FONT FROIDE;36170 Mouhet;36134;46.383333;1.433333
FONT GAULTIER;36170 Mouhet;36134;46.383333;1.433333
PRE DE FONT VIEILLE;36170 Mouhet;36134;46.383333;1.433333
PRE DE LA FONT;36170 Mouhet;36134;46.383333;1.433333
LES CHAMPS DE FONT BERNARD;36110 Moulins-sur-Céphons;36135;47.016667;1.55
FONT BERNARD;36110 Moulins-sur-Céphons;36135;47.016667;1.55
LE CHAMP DE LA FONT;36400 Néret;36138;46.566667;2.15
LA FONT;36400 Néret;36138;46.566667;2.15
LA FONT CHATELAINE;36400 Néret;36138;46.566667;2.15
LA FONT VIEILLE;36400 Néret;36138;46.566667;2.15
LOCATURE DE CLAIR FONT;36400 Néret;36138;46.566667;2.15
LE PATUREAU DE LA FONT;36400 Néret;36138;46.566667;2.15
LE PRE DE LA FONT;36400 Néret;36138;46.566667;2.15
LE CHAMP DE LA FONT;36230 Neuvy-Saint-Sépulchre;36141;46.6;1.816667
LA FONT;36230 Neuvy-Saint-Sépulchre;36141;46.6;1.816667
LA FONT CHAUDE;36230 Neuvy-Saint-Sépulchre;36141;46.6;1.816667
LA FONT DE JEU;36230 Neuvy-Saint-Sépulchre;36141;46.6;1.816667
LA FONT DE SAINT PAUL;36230 Neuvy-Saint-Sépulchre;36141;46.6;1.816667
LES FONTS DE NAU;36230 Neuvy-Saint-Sépulchre;36141;46.6;1.816667
PRE DE LA FONT;36230 Neuvy-Saint-Sépulchre;36141;46.6;1.816667
LE PRE DE LA FONT CHEVRIER;36230 Neuvy-Saint-Sépulchre;36141;46.6;1.816667
LA FONT BERTRAND;36400 Nohant-Vic;36143;46.638046;1.960797
LA FONT DE FOND;36400 Nohant-Vic;36143;46.638046;1.960797
LA FONT DES PRUNIERS;36400 Nohant-Vic;36143;46.638046;1.960797
LE PRE DE LA FONT;36400 Nohant-Vic;36143;46.638046;1.960797
LE CHAMP DE LA FONT;36800 Nuret-le-Ferron;36144;46.666667;1.433333
LA FONT A L'ABEILLE;36800 Nuret-le-Ferron;36144;46.666667;1.433333
LA FONT AUX PRETRES;36800 Nuret-le-Ferron;36144;46.666667;1.433333
LA FONT BARROT;36800 Nuret-le-Ferron;36144;46.666667;1.433333
LA FONT BAVOUE;36800 Nuret-le-Ferron;36144;46.666667;1.433333
LA FONT BERGERE;36800 Nuret-le-Ferron;36144;46.666667;1.433333
LA FONT COMBLE;36800 Nuret-le-Ferron;36144;46.666667;1.433333
LA FONT DE LA BERGERE;36800 Nuret-le-Ferron;36144;46.666667;1.433333
LA FONT DE VELLE;36800 Nuret-le-Ferron;36144;46.666667;1.433333
LA FONT GIRAULT;36800 Nuret-le-Ferron;36144;46.666667;1.433333
LA FONT LAUBERT;36800 Nuret-le-Ferron;36144;46.666667;1.433333
LA FONT LUMA;36800 Nuret-le-Ferron;36144;46.666667;1.433333
LA FONT TREFAUT OUEST;36800 Nuret-le-Ferron;36144;46.666667;1.433333
LES FONTS DAILLES;36800 Nuret-le-Ferron;36144;46.666667;1.433333
LE PRE DE LA FONT;36800 Nuret-le-Ferron;36144;46.666667;1.433333
LE CHAMP DE LA FONT;36190 Orsennes;36146;46.483333;1.683333
LA FONT A CARRIOUX;36190 Orsennes;36146;46.483333;1.683333
LA FONT AU LOUP;36190 Orsennes;36146;46.483333;1.683333
LA FONT VIEILLE;36190 Orsennes;36146;46.483333;1.683333
LES FONTS D'HERNOY;36190 Orsennes;36146;46.483333;1.683333
LA PIECE DES FONTS;36190 Orsennes;36146;46.483333;1.683333
LE PRE DE LA FONT;36190 Orsennes;36146;46.483333;1.683333
LE BOIS DE LONGE FONT;36800 Oulches;36148;46.616667;1.3
LE CHAMP DE LA FONT;36800 Oulches;36148;46.616667;1.3
LES CHAMPS DE LA FONT;36800 Oulches;36148;46.616667;1.3
LES CHAUMES DE LONGE FONT;36800 Oulches;36148;46.616667;1.3
LA FONT AU LOUP;36800 Oulches;36148;46.616667;1.3
LA FONT BOIRON;36800 Oulches;36148;46.616667;1.3
LONGE FONT;36800 Oulches;36148;46.616667;1.3
LE PRE DE LA FONT;36800 Oulches;36148;46.616667;1.3
PRE DE LA FONT;36800 Oulches;36148;46.616667;1.3
PRE DE LA FONT DE BIRAY;36800 Oulches;36148;46.616667;1.3
LES PRES DE FONT PINE;36800 Oulches;36148;46.616667;1.3
LA FONT CHARNEAU;36170 Parnac;36150;46.45;1.45
LA FONT GOBET;36170 Parnac;36150;46.45;1.45
PRE LA FONT;36170 Parnac;36150;46.45;1.45
PRE DE LA FONT;36170 Parnac;36150;46.45;1.45
LA FONT LOUP;36200 Le Pêchereau;36154;46.583333;1.55
RUE DE LA FONT;36200 Le Pêchereau;36154;46.583333;1.55
AV DE LA FONT PIE VII;36200 Le Pêchereau;36154;46.583333;1.55
LES BRANDES DE FONT MOREAU;36350 La Pérouille;36157;46.683333;1.516667
LA FONT MOREAU;36350 La Pérouille;36157;46.683333;1.516667
LE CHAMP DE LA FONT;36200 Badecon-le-Pin;36158;46.516667;1.583333
FONTIGNOUX;36190 Pommiers;36160;46.516667;1.65
LE PRE DE LA FONT;36190 Pommiers;36160;46.516667;1.65
LA FONT FRAGNE;36800 Le Pont-Chrétien-Chabenet;36161;46.616667;1.466667
LE PRE DE LA FONT;36800 Le Pont-Chrétien-Chabenet;36161;46.616667;1.466667
FONTARABIE;36160 Pouligny-Notre-Dame;36163;46.483333;2.016667
ALL DE LA FONTVIEILLE;36160 Pouligny-Notre-Dame;36163;46.483333;2.016667
BOIS DE FONT MORAND;36370 Prissac;36168;46.516667;1.316667
BOIS DE LA FONT MORAND;36370 Prissac;36168;46.516667;1.316667
CARROIR DE LA FONT MERET;36370 Prissac;36168;46.516667;1.316667
CHAMP DE LA FONT;36370 Prissac;36168;46.516667;1.316667
LA FONT;36370 Prissac;36168;46.516667;1.316667
LA FONT BEGNOUX;36370 Prissac;36168;46.516667;1.316667
LA FONT BERNET;36370 Prissac;36168;46.516667;1.316667
LA FONT CLAIRE;36370 Prissac;36168;46.516667;1.316667
LA FONT CUSSON;36370 Prissac;36168;46.516667;1.316667
LA FONT DE BEGNOUX;36370 Prissac;36168;46.516667;1.316667
LA FONT DE CHAUMEUX;36370 Prissac;36168;46.516667;1.316667
LA FONT DE L'AUBE;36370 Prissac;36168;46.516667;1.316667
FONT DE LA VAVRE;36370 Prissac;36168;46.516667;1.316667
LA FONT DE MERET;36370 Prissac;36168;46.516667;1.316667
LA FONT JOBAS;36370 Prissac;36168;46.516667;1.316667
FONT MARQUEE;36370 Prissac;36168;46.516667;1.316667
LA FONT MIRACLE;36370 Prissac;36168;46.516667;1.316667
LA FONT PACAUD;36370 Prissac;36168;46.516667;1.316667
LA FONT PETROLLE;36370 Prissac;36168;46.516667;1.316667
FONT MORAND;36370 Prissac;36168;46.516667;1.316667
PIECE DE LA FONT;36370 Prissac;36168;46.516667;1.316667
PRAIRIE DE FONT MORAND;36370 Prissac;36168;46.516667;1.316667
PRE DE LA FONT;36370 Prissac;36168;46.516667;1.316667
LE PRE DE LA FONT;36370 Prissac;36168;46.516667;1.316667
PRE DE LA FONT;36370 Prissac;36168;46.516667;1.316667
PRE DE LA FONT DES AUBIS;36370 Prissac;36168;46.516667;1.316667
PRES DE LA FONT;36370 Prissac;36168;46.516667;1.316667
LA FONT BLANCHE;36120 Pruniers;36169;46.788381;2.047864
LE CHAMP DE LA FONT;36800 Rivarennes;36172;46.616667;1.383333
LA FONT MORILLON;36800 Rivarennes;36172;46.616667;1.383333
LA FONT MALADE;36170 Roussines;36174;46.466667;1.383333
LE PACAGE DE LA FONT;36170 Roussines;36174;46.466667;1.383333
BRANDES DE LA FONT MICHAIS;36170 Sacierges-Saint-Martin;36177;46.5;1.366667
LA FONT;36170 Sacierges-Saint-Martin;36177;46.5;1.366667
LA FONT COUREUX;36170 Sacierges-Saint-Martin;36177;46.5;1.366667
LA FONT DES GACHES;36170 Sacierges-Saint-Martin;36177;46.5;1.366667
LA FONT DU LAC;36170 Sacierges-Saint-Martin;36177;46.5;1.366667
LA FONT DU PRE PROT;36170 Sacierges-Saint-Martin;36177;46.5;1.366667
LA FONT LOUIS;36170 Sacierges-Saint-Martin;36177;46.5;1.366667
LA FONT MICHAIS;36170 Sacierges-Saint-Martin;36177;46.5;1.366667
LA FONT PERANT;36170 Sacierges-Saint-Martin;36177;46.5;1.366667
LA FONT PISSERETTE;36170 Sacierges-Saint-Martin;36177;46.5;1.366667
LA FONT VERGNIETTE;36170 Sacierges-Saint-Martin;36177;46.5;1.366667
LE PACAGE DE LA FONT;36170 Sacierges-Saint-Martin;36177;46.5;1.366667
PACAGE DE LA FONT COUREUX;36170 Sacierges-Saint-Martin;36177;46.5;1.366667
PRES DE LA FONT;36170 Sacierges-Saint-Martin;36177;46.5;1.366667
RUE DE LA FONT LOUIS;36170 Sacierges-Saint-Martin;36177;46.5;1.366667
LES CHAUMES DE LA FONT ROY;36120 Saint-Août;36180;46.716667;1.966667
LA FONT;36120 Saint-Août;36180;46.716667;1.966667
LA FONT MORDEE;36120 Saint-Août;36180;46.716667;1.966667
LA FONT ROY;36120 Saint-Août;36180;46.716667;1.966667
LA FONT ROY BATARD;36120 Saint-Août;36180;46.716667;1.966667
LA FONT ROY BERNARD;36120 Saint-Août;36180;46.716667;1.966667
LA FONT ROY BONNIN;36120 Saint-Août;36180;46.716667;1.966667
LA FONT ROY GUERICHON;36120 Saint-Août;36180;46.716667;1.966667
LA FONT MORDEE;36120 Saint-Août;36180;46.716667;1.966667
LES LOGES DE LA FONT ROY;36120 Saint-Août;36180;46.716667;1.966667
RTE DE LA FONT MORDEE;36120 Saint-Août;36180;46.716667;1.966667
LES FONTS BRAUX;36170 Saint-Benoît-du-Sault;36182;46.45;1.4
IMP DES FONTS BRAUX;36170 Saint-Benoît-du-Sault;36182;46.45;1.4
RUE DES FONTS BRAUX;36170 Saint-Benoît-du-Sault;36182;46.45;1.4
LA FONT DE FOND;36400 Saint-Chartier;36184;46.65;1.966667
LES CHAMPS DE LA FONT;36400 Saint-Christophe-en-Boucherie;36186;46.677922;2.120762
LES CHAMPS DE LA FONT SIMON;36400 Saint-Christophe-en-Boucherie;36186;46.677922;2.120762
LA FONT BUT;36400 Saint-Christophe-en-Boucherie;36186;46.677922;2.120762
LA FONT PERROT;36400 Saint-Christophe-en-Boucherie;36186;46.677922;2.120762
LA FONT SIMON;36400 Saint-Christophe-en-Boucherie;36186;46.677922;2.120762
LA FONT-RABOTIN;36400 Saint-Christophe-en-Boucherie;36186;46.677922;2.120762
LE PRE DE LA FONT;36400 Saint-Christophe-en-Boucherie;36186;46.677922;2.120762
BOIS DE BELLEFONT;36230 Saint-Denis-de-Jouhet;36189;46.533333;1.866667
BOIS DE LA FONT;36230 Saint-Denis-de-Jouhet;36189;46.533333;1.866667
CHAMP DE LA FONT;36230 Saint-Denis-de-Jouhet;36189;46.533333;1.866667
LA FONT BEAULUET;36230 Saint-Denis-de-Jouhet;36189;46.533333;1.866667
LA FONT BRAS;36230 Saint-Denis-de-Jouhet;36189;46.533333;1.866667
LA FONT CHAREAU;36230 Saint-Denis-de-Jouhet;36189;46.533333;1.866667
LA FONT DU COUX;36230 Saint-Denis-de-Jouhet;36189;46.533333;1.866667
LA FONT GIRAUD;36230 Saint-Denis-de-Jouhet;36189;46.533333;1.866667
LA FONT LAUMAIS;36230 Saint-Denis-de-Jouhet;36189;46.533333;1.866667
PATURAL DE LA FONT;36230 Saint-Denis-de-Jouhet;36189;46.533333;1.866667
PATUREAU DE LA FONT;36230 Saint-Denis-de-Jouhet;36189;46.533333;1.866667
PATUREAU DE LA FONT ROUGE;36230 Saint-Denis-de-Jouhet;36189;46.533333;1.866667
LES PETITES FONTS;36230 Saint-Denis-de-Jouhet;36189;46.533333;1.866667
LES PETITS FONTS;36230 Saint-Denis-de-Jouhet;36189;46.533333;1.866667
PRE DE LA FONT;36230 Saint-Denis-de-Jouhet;36189;46.533333;1.866667
PRE DE LA FONT JAUNE;36230 Saint-Denis-de-Jouhet;36189;46.533333;1.866667
TAILLE DE LA FONT;36230 Saint-Denis-de-Jouhet;36189;46.533333;1.866667
LA FONT DION;36150 Saint-Florentin;36191;47.066667;1.783333
LES PRES DE FONT LADE;36500 Saint-Genou;36194;46.933333;1.333333
BORDS DE LA FONT;36170 Saint-Gilles;36196;46.483333;1.466667
RUE DE LA FONT;36170 Saint-Gilles;36196;46.483333;1.466667
LE PRE DE LA FONT;36200 Saint-Marcel;36200;46.6;1.516667
LE CHAMP DE LA FONT;36190 Saint-Plantaire;36207;46.458333;1.675000
LA FONT;36190 Saint-Plantaire;36207;46.458333;1.675000
LA FONT A JAU;36190 Saint-Plantaire;36207;46.458333;1.675000
LE FONT DE CHARBEAU;36190 Saint-Plantaire;36207;46.458333;1.675000
LA FONT DU MELIER;36190 Saint-Plantaire;36207;46.458333;1.675000
LA FONT GAUDON;36190 Saint-Plantaire;36207;46.458333;1.675000
LA FONT MORIN;36190 Saint-Plantaire;36207;46.458333;1.675000
LES FONTETTES;36190 Saint-Plantaire;36207;46.458333;1.675000
LES FONTS;36190 Saint-Plantaire;36207;46.458333;1.675000
PACAGE DE LA FONT;36190 Saint-Plantaire;36207;46.458333;1.675000
LA PIECE DE LA FONT;36190 Saint-Plantaire;36207;46.458333;1.675000
PRES DE LA FONT;36190 Saint-Plantaire;36207;46.458333;1.675000
IMP LA FONT;36190 Saint-Plantaire;36207;46.458333;1.675000
LA FONT CHEBRION;36230 Sarzay;36210;46.6;1.9
LA FONT MARTIN;36230 Sarzay;36210;46.6;1.9
PRE DE LA FONT;36230 Sarzay;36210;46.6;1.9
LA FONT D'ANON;36120 Sassierges-Saint-Germain;36211;46.766667;1.9
LA FONT MAUVAISE;36120 Sassierges-Saint-Germain;36211;46.766667;1.9
LA FONT MUROLLE;36120 Sassierges-Saint-Germain;36211;46.766667;1.9
LE CHAMP DE LA FONT;36200 Tendu;36219;46.633333;1.55
LE CHAMP DE LA FONT PRAGNE;36200 Tendu;36219;46.633333;1.55
LE PRE DE LA FONT FRAGNE;36200 Tendu;36219;46.633333;1.55
LE CHAMP DE LA FONT;36400 Thevet-Saint-Julien;36221;46.65;2.066667
LA FONT CLAIRE;36400 Thevet-Saint-Julien;36221;46.65;2.066667
LA FONT QUAUPIN;36400 Thevet-Saint-Julien;36221;46.65;2.066667
LE PRE DE LA FONT;36400 Thevet-Saint-Julien;36221;46.65;2.066667
LA FONT DE VIEILLEVILLE;36310 Tilly;36223;46.416667;1.2
PRE DE LA FONT;36310 Tilly;36223;46.416667;1.2
FONT DE BROCHARD;36220 Tournon-Saint-Martin;36224;46.733333;0.95
FONT VALET;36220 Tournon-Saint-Martin;36224;46.733333;0.95
GROGES DES FONT;36220 Tournon-Saint-Martin;36224;46.733333;0.95
PRE FONT VALET;36220 Tournon-Saint-Martin;36224;46.733333;0.95
LA FONT DE PEU;36230 Tranzault;36226;46.616667;1.85
LA FONT DES MIRACLES;36230 Tranzault;36226;46.616667;1.85
LA FONT FOULE;36230 Tranzault;36226;46.616667;1.85
LA FONT GOGAS;36230 Tranzault;36226;46.616667;1.85
PRE DE LA FONT;36230 Tranzault;36226;46.616667;1.85
FONT VIEILLE;36160 Urciers;36227;46.533333;2.133333
LA FONT AUDOIN;36150 Vatan;36230;47.066667;1.816667
LA FONT-MORTE;36150 Vatan;36230;47.066667;1.816667
LA FONT BARDEAUX;36500 Vendoeuvres;36232;46.8;1.35
LA FONT BOUGAUD;36500 Vendoeuvres;36232;46.8;1.35
GUE LAFONT;36500 Vendoeuvres;36232;46.8;1.35
LE CHAMP DE LA FONT;36400 Verneuil-sur-Igneraie;36234;46.65;2.016667
PRE DE LA FONT;36400 Verneuil-sur-Igneraie;36234;46.65;2.016667
FONT DE FONT;36400 Verneuil-sur-Igneraie;36234;46.65;2.016667
CHAMP DE LA FONT;36400 Vicq-Exemplet;36236;46.633333;2.133333
LE CHAMP DE LA FONT;36400 Vicq-Exemplet;36236;46.633333;2.133333
LA FONT LA BELLE;36400 Vicq-Exemplet;36236;46.633333;2.133333
LE FONT SIMAIRE;36400 Vicq-Exemplet;36236;46.633333;2.133333
LA FONT SIMON;36400 Vicq-Exemplet;36236;46.633333;2.133333
LA FONT VERNET;36400 Vicq-Exemplet;36236;46.633333;2.133333
PRE DE BONNE FONT;36400 Vicq-Exemplet;36236;46.633333;2.133333
PRE DE LA FONT;36400 Vicq-Exemplet;36236;46.633333;2.133333
LE PRE DE LA FONT;36400 Vicq-Exemplet;36236;46.633333;2.133333
LA FONT AUX LOUPS;36170 Vigoux;36239;46.516667;1.483333
LA FONT DES LAS;36170 Vigoux;36239;46.516667;1.483333
PRE DE LA FONT;36170 Vigoux;36239;46.516667;1.483333
PRES DE LA FONT;36170 Vigoux;36239;46.516667;1.483333
LE CHAMP DE LA FONT;36170 Vigoux;36239;46.516667;1.483333
LA FONT EN QUEUE;36500 Villegouin;36243;46.966667;1.383333
SEPT FONTS;37160 La Celle-Saint-Avant;37045;47.016667;0.6
VIGNE DE SEPT FONTS;37160 La Celle-Saint-Avant;37045;47.016667;0.6
TAILLE DE FONTARABIE;37600 Verneuil-sur-Indre;37269;47.05;1.033333
CHE DE FONT BERARD;38150 Anjou;38009;45.35;4.883333
LA FONT;38550 Auberives-sur-Varèze;38019;45.433333;4.833333
TELESIEGE DE FONTFROIDE;38142 Auris;38020;45.05;6.083333
AU FONT;38142 Auris;38020;45.05;6.083333
FONT FROIDE;38142 Auris;38020;45.05;6.083333
FONT CHAUDE ET PLENOUZE;38880 Autrans;38021;45.166667;5.55
FONT RENARD;38880 Autrans;38021;45.166667;5.55
FONT PUAS;38970 Beaufin;38031;44.783333;5.95
LA SAINT FONT;38270 Bellegarde-Poussieu;38037;45.383333;4.95
CHE DE LA FONT DU LOUP;38270 Bellegarde-Poussieu;38037;45.383333;4.95
CHE DE LA GRAND-FONT;38142 Besse;38040;45.066667;6.166667
RUE DE LA GRAND-FONT;38142 Besse;38040;45.066667;6.166667
FONT CARRIERE;38690 Bévenais;38042;45.4;5.383333
LOT FONT PEYROLE;38520 Le Bourg-d'Oisans;38052;45.05;6.033333
FONT GALINAT;38520 Le Bourg-d'Oisans;38052;45.05;6.033333
FONT REVERRU;38520 Le Bourg-d'Oisans;38052;45.05;6.033333
CHEM DE FONT FRAICHE;38560 Champ-sur-Drac;38071;45.066667;5.733333
FONT FROIDE;38550 Cheyssieu;38101;45.433333;4.85
RTE DE FONTFROIDE;38550 Cheyssieu;38101;45.433333;4.85
CHE DE FONTFROIDE;38200 Chuzelles;38110;45.583333;4.883333
LOT FONT;38550 Clonas-sur-Varèze;38114;45.416667;4.8
CHE FONT;38550 Clonas-sur-Varèze;38114;45.416667;4.8
LA FONT DU BRUIT;38350 Cognet;38116;44.883333;5.783333
LA FONT ET VIGNOUX;38350 Cognet;38116;44.883333;5.783333
FONTENIERE;38300 Culin;38141;45.516667;5.25
RTE DES FONTENIERES;38300 Culin;38141;45.516667;5.25
SALARIE ET BONNE FONT;38160 Dionay;38145;45.2;5.216667
LE FONTA;38140 Izeaux;38154;45.333333;5.416667
LA FONT;38110 Faverges-de-la-Tour;38162;45.583333;5.516667
COMBE FONT JEAN BEU;38590 La Forteresse;38171;45.3;5.4
FONT REYNAUD;38590 La Forteresse;38171;45.3;5.4
LA FONT;38142 Le Freney-d'Oisans;38173;45.033333;6.116667
FONTETE ET BALME;38142 Le Freney-d'Oisans;38173;45.033333;6.116667
LAFONT DES SAUGES;38142 Le Freney-d'Oisans;38173;45.033333;6.116667
A LA FONT;38650 Gresse-en-Vercors;38186;44.9;5.566667
A LA FONTETE;38650 Gresse-en-Vercors;38186;44.9;5.566667
RUE DE FONTBELLE;38750 Huez;38191;45.083333;6.05
CHE DE FONT MORELLE;38750 Huez;38191;45.083333;6.05
FONT FROIDE;38140 Izeaux;38194;45.333333;5.416667
FONT DE LA RUINE;38930 Lalley;38204;44.75;5.683333
LES EYGUES DE FONT FREYDE;38930 Lalley;38204;44.75;5.683333
FONT FROIDE;38250 Lans-en-Vercors;38205;45.116667;5.583333
LA FONT;38710 Lavars;38208;44.85;5.666667
FONT DE L'ESSARD;38220 Livet-et-Gavet;38212;45.1;5.933333
FONT DE RIOUPEROUX;38220 Livet-et-Gavet;38212;45.1;5.933333
FONT FREYDA;38220 Livet-et-Gavet;38212;45.1;5.933333
FONT VAIX;38220 Livet-et-Gavet;38212;45.1;5.933333
LES FONTS;38220 Livet-et-Gavet;38212;45.1;5.933333
FONT MOURAND;38270 Marcollin;38219;45.3;5.083333
CHE DU FONT MOURAND;38270 Marcollin;38219;45.3;5.083333
FONT CHAUDE ET PLENOUZE;38112 Méaudre;38225;45.133333;5.533333
FONT RENARD;38112 Méaudre;38225;45.133333;5.533333
LA FONT PERRINE;38142 Mizoën;38237;45.05;6.133333
PRE LA FONT ET SAINT JEAN;38970 Monestier-d'Ambel;38241;44.783333;5.933333
LAFONT VIEILLE;38860 Mont-de-Lans;38253;45.033333;6.133333
FONT CHAUDE;38770 La Motte-d'Aveillans;38265;44.95;5.75
A FONT GIROU;38770 La Motte-d'Aveillans;38265;44.95;5.75
DESSUS LA FONT;38770 La Motte-Saint-Martin;38266;44.95;5.716667
FONT GARD;38770 La Motte-Saint-Martin;38266;44.95;5.716667
FONT TROUVA;38770 La Motte-Saint-Martin;38266;44.95;5.716667
LES VIGNES ET LA FONT;38770 La Motte-Saint-Martin;38266;44.95;5.716667
FONT PEROUSE;38350 Nantes-en-Ratier;38273;44.934786;5.825475
LA GRAND FONT;38350 Nantes-en-Ratier;38273;44.934786;5.825475
IMP DE FONT PEROUSE;38350 Nantes-en-Ratier;38273;44.934786;5.825475
RUE DE LA GRAND FONT;38350 Nantes-en-Ratier;38273;44.934786;5.825475
FONTETTES;38450 Notre-Dame-de-Commiers;38277;45.016667;5.7
FONT AGUTE;38144 Notre-Dame-de-Vaux;38280;44.983333;5.75
CHEM DE LA FONT ARMANT;38350 Oris-en-Rattier;38283;44.916667;5.866667
RUE DE FONTBELLE;38114 Oz;38289;45.133333;6.05
FONT GRIVET;38550 Le Péage-de-Roussillon;38298;45.366667;4.8
COMBE DE LA FONT;38970 Pellafol;38299;44.8;5.916667
FONT ET NEY;38970 Pellafol;38299;44.8;5.916667
LA FONTASSE;38970 Pellafol;38299;44.8;5.916667
FONT FROIDE;38270 Pisieu;38307;45.383333;5.05
FONTVIELLE;38950 Quaix-en-Chartreuse;38328;45.250190;5.734308
CHE DU BAS DE FONTVIELLE;38950 Quaix-en-Chartreuse;38328;45.250190;5.734308
CHE DE FONTVIELLE;38950 Quaix-en-Chartreuse;38328;45.250190;5.734308
FONT DU POMMIER;38970 Quet-en-Beaumont;38329;44.833333;5.866667
LES FONTS;38970 Quet-en-Beaumont;38329;44.833333;5.866667
LA FONT;38680 Rencurel;38333;45.1;5.4722
FONT QUINSON;38680 Rencurel;38333;45.1;5.4722
CHEM DE LA FONT;38680 Rencurel;38333;45.1;5.4722
FONTETES;38650 Saint-Andéol;38355;44.966667;5.55
FONTFROIDE ET SAUVERNAY;38160 Saint-Antoine-l'Abbaye;38359;45.173434;5.220094
PUCHETI ET FONT FROIDE;38160 Saint-Antoine-l'Abbaye;38359;45.173434;5.220094
SALARIE ET BONNE FONT;38160 Saint-Antoine-l'Abbaye;38359;45.173434;5.220094
RTE DE FONTFROIDE A SAUVERNAY;38160 Saint-Antoine-l'Abbaye;38359;45.173434;5.220094
CHEMDU PONT DE FONTFROIDE;38160 Saint-Antoine-l'Abbaye;38359;45.173434;5.220094
CHAMP DE LA FONT;38840 Saint-Bonnet-de-Chavagne;38370;45.133333;5.233333
FONT DE LA PIA;38940 Saint-Clair-sur-Galaure;38379;45.25;5.15
FONT SALA;38260 Saint-Hilaire-de-la-Côte;38393;45.383333;5.316667
LA FONT;38350 Saint-Honoré;38396;44.933333;5.816667
FONT BLANCHE;38350 Saint-Honoré;38396;44.933333;5.816667
FONT GIRON;38350 Saint-Honoré;38396;44.933333;5.816667
FONT VIEILLE;38350 Saint-Honoré;38396;44.933333;5.816667
FONT GOURGAT;38220 Saint-Jean-de-Vaulx;38402;45.016667;5.75
FONT REGNIER;38220 Saint-Jean-de-Vaulx;38402;45.016667;5.75
COTE ENCHERE ET FONT MOURE;38840 Saint-Lattier;38410;45.083333;5.2
FONT MARTIN;38380 Saint-Laurent-du-Pont;38412;45.383333;5.733333
FONT VIELLE;38350 Saint-Laurent-en-Beaumont;38413;44.883333;5.85
LA FONTASSE;38350 Saint-Laurent-en-Beaumont;38413;44.883333;5.85
FONT DE L'OURS;38970 Sainte-Luce;38414;44.85;5.916667
PRE DE LAFONT;38970 Sainte-Luce;38414;44.85;5.916667
SERRE FONT SUBERT;38970 Sainte-Luce;38414;44.85;5.916667
LONGEFONT;38410 Saint-Martin-d'Uriage;38422;45.15;5.833333
FONT RIVOIRE;38590 Saint-Michel-de-Saint-Geoirs;38427;45.3;5.366667
MAS DE FONT ROUSSE;38650 Saint-Michel-les-Portes;38429;44.866667;5.6
A FONT BELLIN;38760 Saint-Paul-de-Varces;38436;45.066667;5.633333
BELLE FONT;38380 Saint-Pierre-de-Chartreuse;38442;45.333333;5.816667
BRAME FONT;38350 Saint-Pierre-de-Méaroz;38444;44.883333;5.816667
FONT JILLARDE;38220 Saint-Pierre-de-Mésage;38445;45.05;5.766667
FONT BESSET;38210 Saint-Quentin-sur-Isère;38450;45.283333;5.55
CHAMP DE LA FONT ET BORREG;38710 Saint-Sébastien;38456;44.85;5.8
FONT FROIDE;38710 Saint-Sébastien;38456;44.85;5.8
LES FONTS ET LE SAC;38710 Saint-Sébastien;38456;44.85;5.8
CHE DE FONT CARBONE;38160 Saint-Vérand;38463;45.175180;5.332806
CHE DE LA FONT FROIDE;38260 Semons;38479;45.433333;5.2
FONT VEILLE;38350 Susville;38499;44.923061;5.760842
CITE FONTVEILLE;38350 Susville;38499;44.923061;5.760842
FONT BERNARD;38710 Tréminis;38514;44.75;5.766667
FONT DES PRETRES;38710 Tréminis;38514;44.75;5.766667
FONT FROIDE;38710 Tréminis;38514;44.75;5.766667
FONT RONDE;38710 Tréminis;38514;44.75;5.766667
FONT SARA;38710 Tréminis;38514;44.75;5.766667
FONTETTES;38710 Tréminis;38514;44.75;5.766667
JOSSERAND ET FONT DE LOULE;38710 Tréminis;38514;44.75;5.766667
LES FONTS;38740 Valbonnais;38518;44.9;5.9
FONT FROIDE;38350 La Valette;38521;44.939953;5.852155
PRES DE LA FONT;38350 La Valette;38521;44.939953;5.852155
